,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,PowerConsumption
12972,16.41,85.9,0.067,0.029,24094.0366
12973,16.43,85.0,0.069,0.022,24044.43488
12974,16.48,84.1,0.069,0.018,24069.23574
12975,16.49,83.0,0.071,0.033,23833.62756
12976,16.5,82.3,0.075,0.044,23908.03014
12977,16.53,81.8,0.067,0.022,23920.43057
12978,16.5,81.1,0.072,0.037,23672.42196
12979,16.56,80.3,0.069,0.033,23511.21636
12980,16.67,79.9,0.069,0.04,23672.42196
12981,16.67,80.4,0.07,0.018,23746.82454
12982,16.48,80.2,0.067,0.026,23598.01938
12983,16.6,80.3,0.068,0.029,23647.6211
12984,16.79,81.7,0.07,0.037,24156.03875
12985,16.63,82.9,0.068,0.026,24242.84177
12986,16.6,83.5,0.065,0.066,24242.84177
12987,16.4,84.1,0.071,0.022,25334.07966
12988,16.27,84.4,0.072,0.037,26722.92788
12989,16.18,84.6,0.071,0.051,26462.51884
12990,16.14,84.6,0.076,0.037,25867.29817
12991,16.12,84.5,0.074,0.029,26078.10549
12992,16.1,84.6,0.071,0.033,25830.09688
12993,16.05,84.7,0.072,0.037,25309.27879
12994,16.05,84.6,0.073,0.033,24441.24865
12995,16.02,84.5,0.073,0.033,23945.23143
12996,15.97,84.5,0.074,0.029,23709.62325
12997,16.0,84.6,0.071,0.037,23684.82239
12998,16.0,84.6,0.074,0.026,23796.42626
12999,16.02,84.6,0.072,0.04,23746.82454
13000,15.99,84.6,0.073,0.026,23734.42411
13001,15.98,84.6,0.072,0.34,23548.41765
13002,16.0,84.7,0.072,1.262,24168.43918
13003,16.0,84.7,0.074,2.645,25036.46932
13004,15.95,84.6,0.073,5.626,24317.24435
13005,15.97,84.4,0.074,9.01,24329.64478
13006,16.07,84.3,0.071,16.22,25718.493
13007,16.07,84.4,0.07,24.25,26536.92142
13008,16.06,84.6,0.076,32.41,27454.55328
13009,16.1,84.6,0.074,45.27,28024.97309
13010,15.98,84.2,0.073,52.47,28806.20022
13011,16.04,84.0,0.07,56.39,29240.21529
13012,16.05,83.5,0.07,62.82,29289.81701
13013,16.14,83.4,0.069,64.19,29885.03767
13014,16.19,83.5,0.069,53.94,30678.66523
13015,16.18,83.6,0.067,34.88,31261.48547
13016,16.07,84.0,0.074,38.66,32079.91389
13017,16.04,84.3,0.07,45.87,32761.93757
13018,16.09,84.4,0.072,51.08,33431.56082
13019,16.18,84.4,0.07,57.24,33989.58019
13020,16.15,84.3,0.075,65.09,34225.18837
13021,16.17,84.4,0.074,61.56,34708.80517
13022,16.2,84.3,0.074,82.1,35180.02153
13023,16.26,84.2,0.073,85.3,35142.82024
13024,16.29,84.1,0.071,105.4,34907.21206
13025,16.29,83.6,0.068,109.2,35080.81808
13026,16.29,83.3,0.066,126.9,35527.23358
13027,16.31,83.0,0.074,143.8,35750.44133
13028,16.36,82.9,0.075,157.4,36333.26157
13029,16.4,82.4,0.069,183.5,36370.46286
13030,16.41,81.9,0.071,217.1,36320.86114
13031,16.45,81.6,0.068,213.0,36469.66631
13032,16.43,81.3,0.071,140.3,36519.26803
13033,16.44,81.4,0.071,183.1,36506.8676
13034,16.46,81.1,0.073,227.8,36593.67061
13035,16.46,80.7,0.073,258.6,36903.68138
13036,16.48,80.5,0.072,246.3,36333.26157
13037,16.5,80.6,0.072,208.6,35973.64909
13038,16.49,80.6,0.07,207.5,35676.03875
13039,16.43,80.4,0.073,191.0,35564.43488
13040,16.37,80.0,0.069,193.1,35626.43703
13041,16.43,79.7,0.071,174.8,35936.44779
13042,16.49,79.4,0.071,163.1,35093.21851
13043,16.42,79.2,0.073,144.2,35018.81593
13044,16.41,79.3,0.074,149.8,34894.81163
13045,16.37,79.1,0.075,158.1,34870.01076
13046,16.44,79.2,0.073,177.1,34783.20775
13047,16.37,79.3,0.075,167.5,34113.5845
13048,16.33,79.2,0.073,184.1,33716.77072
13049,16.39,79.1,0.073,187.9,33146.35091
13050,16.51,78.8,0.07,189.1,33047.14747
13051,16.45,77.9,0.067,163.7,32935.5436
13052,16.4,77.9,0.067,167.1,33282.75565
13053,16.44,78.3,0.071,152.6,33406.75996
13054,16.33,78.7,0.071,170.6,33456.36168
13055,16.31,78.6,0.073,175.6,33419.16039
13056,16.37,78.4,0.071,179.8,33096.74919
13057,16.44,78.1,0.07,186.5,33195.95264
13058,16.41,77.9,0.07,167.5,32774.338
13059,16.47,77.5,0.073,149.3,32699.93541
13060,16.46,77.6,0.07,152.9,32476.72766
13061,16.41,77.6,0.068,154.5,32352.72336
13062,16.36,78.1,0.068,147.8,32365.12379
13063,16.44,78.1,0.066,147.8,32290.72121
13064,16.4,78.2,0.067,127.9,32253.51991
13065,16.41,78.3,0.069,123.0,32129.51561
13066,16.42,78.7,0.073,136.3,32290.72121
13067,16.38,79.4,0.073,134.2,32600.73197
13068,16.4,79.3,0.07,122.7,32985.14532
13069,16.36,79.5,0.073,115.8,33629.96771
13070,16.34,79.7,0.067,92.0,34708.80517
13071,16.31,79.9,0.065,79.0,36060.4521
13072,16.29,80.2,0.07,59.64,38379.33262
13073,16.2,80.6,0.071,39.15,42037.45963
13074,16.15,81.1,0.073,32.79,43971.9268
13075,16.07,81.5,0.068,32.82,44740.7535
13076,15.98,82.0,0.07,19.03,45286.37244
13077,15.92,82.2,0.069,7.99,45286.37244
13078,15.87,82.6,0.073,1.895,45199.56943
13079,15.81,82.8,0.075,0.443,45608.78364
13080,15.76,82.9,0.074,0.062,45596.38321
13081,15.76,83.1,0.072,0.029,45521.98062
13082,15.75,83.2,0.07,0.048,45261.57158
13083,15.73,83.4,0.069,0.037,45571.58235
13084,15.73,83.5,0.067,0.022,45509.58019
13085,15.74,83.6,0.068,0.026,45174.76857
13086,15.78,83.7,0.069,0.033,44492.74489
13087,15.77,83.7,0.07,0.044,44257.13671
13088,15.78,83.7,0.073,0.04,43599.91389
13089,15.79,83.7,0.066,0.037,42769.08504
13090,15.77,83.7,0.066,0.029,42186.2648
13091,15.78,84.0,0.071,0.029,41938.25619
13092,15.75,84.1,0.072,0.029,41144.62863
13093,15.74,84.2,0.072,0.04,40561.8084
13094,15.72,84.4,0.074,0.037,39507.7718
13095,15.71,84.7,0.072,0.022,38490.93649
13096,15.71,84.8,0.075,0.04,37908.11625
13097,15.71,85.0,0.072,0.048,36730.07535
13098,15.69,85.3,0.069,0.037,35638.83746
13099,15.66,85.4,0.067,0.059,34560.0
13100,15.64,85.5,0.071,0.033,33778.77287
13101,15.63,85.6,0.068,0.033,32861.14101
13102,15.63,85.6,0.07,0.04,31534.29494
13103,15.62,85.6,0.072,0.037,31025.87729
13104,15.62,85.5,0.07,0.048,30009.04198
13105,15.61,85.4,0.067,0.033,29041.8084
13106,15.64,85.3,0.068,0.037,28558.1916
13107,15.65,85.4,0.066,0.015,28086.97524
13108,15.6,85.3,0.069,0.044,27491.75457
13109,15.65,85.4,0.067,0.022,26698.12702
13110,15.57,85.3,0.068,0.037,25842.49731
13111,15.43,85.1,0.075,0.022,25557.28741
13112,15.49,84.5,0.075,0.015,25011.66846
13113,15.51,83.7,0.072,0.048,24887.66416
13114,15.56,83.0,0.077,0.044,24342.04521
13115,15.58,82.6,0.073,0.037,24205.64047
13116,15.66,82.6,0.073,0.048,24081.63617
13117,15.62,82.5,0.072,0.033,23970.03229
13118,15.6,82.9,0.073,0.022,23598.01938
13119,15.6,83.5,0.074,0.04,23263.20775
13120,15.45,84.1,0.07,0.037,23040.0
13121,15.34,84.9,0.076,0.029,22915.99569
13122,15.26,85.5,0.068,0.037,22977.99785
13123,15.2,86.0,0.07,0.026,22990.39828
13124,15.17,86.5,0.073,0.037,22903.59526
13125,15.1,86.9,0.074,0.044,22928.39612
13126,15.02,87.2,0.07,0.015,22915.99569
13127,14.98,87.4,0.069,0.048,22915.99569
13128,14.94,87.6,0.07,0.037,22965.59742
13129,14.95,87.7,0.069,0.055,23102.00215
13130,14.96,87.9,0.071,0.026,23275.60818
13131,14.91,88.0,0.071,0.018,23957.63186
13132,14.88,88.1,0.073,0.044,24776.06028
13133,14.83,88.3,0.073,0.04,24118.83746
13134,14.83,88.5,0.074,0.059,23808.8267
13135,14.81,88.7,0.071,0.026,23684.82239
13136,14.7,88.9,0.073,0.04,23449.21421
13137,14.55,89.2,0.068,0.044,22655.58665
13138,14.54,89.5,0.067,0.026,21279.13886
13139,14.54,89.8,0.068,0.022,20361.507
13140,14.52,90.0,0.07,0.033,19815.88805
13141,14.48,90.2,0.069,0.037,19679.48332
13142,14.45,90.5,0.069,0.026,19270.26911
13143,14.44,90.7,0.073,0.015,19381.87298
13144,14.42,90.9,0.073,0.044,19605.08073
13145,14.44,91.0,0.07,0.238,19890.29064
13146,14.48,91.0,0.069,0.552,20510.31216
13147,14.47,91.1,0.069,1.526,20448.31001
13148,14.47,91.1,0.07,3.586,20745.92034
13149,14.47,91.1,0.069,7.04,21452.74489
13150,14.53,91.1,0.068,12.63,21861.9591
13151,14.49,91.0,0.07,18.56,20894.72551
13152,14.55,91.1,0.07,22.55,21787.55651
13153,14.58,91.0,0.07,38.07,23089.60172
13154,14.59,90.9,0.073,47.37,23709.62325
13155,14.65,90.8,0.074,41.03,24218.0409
13156,14.62,90.8,0.075,49.12,24689.25727
13157,14.58,90.7,0.074,56.47,24800.86114
13158,14.59,90.7,0.072,70.3,26400.51668
13159,14.54,90.6,0.074,76.8,27218.9451
13160,14.54,90.6,0.074,65.94,27764.56405
13161,14.53,90.5,0.075,69.5,28248.18084
13162,14.58,90.4,0.074,88.4,29190.61356
13163,14.57,90.3,0.072,105.1,29252.61572
13164,14.58,90.2,0.073,125.4,29289.81701
13165,14.63,90.0,0.073,121.5,29376.62002
13166,14.67,89.8,0.073,134.4,29066.60926
13167,14.75,89.6,0.072,139.8,28483.78902
13168,14.85,89.3,0.067,171.0,28942.60495
13169,14.98,89.2,0.068,195.2,29314.61787
13170,15.15,89.0,0.073,167.6,29426.22174
13171,15.2,88.7,0.074,197.6,29686.63079
13172,15.28,88.4,0.073,185.8,29748.63294
13173,15.36,88.2,0.074,184.0,29971.84069
13174,15.39,88.1,0.072,204.5,30244.65016
13175,15.34,87.9,0.07,174.2,30207.44887
13176,15.26,87.6,0.071,189.5,29971.84069
13177,15.29,87.5,0.068,223.3,30071.04413
13178,15.39,87.5,0.072,210.6,30219.8493
13179,15.41,87.2,0.074,172.7,31025.87729
13180,15.35,86.9,0.077,210.7,30852.27126
13181,15.31,86.6,0.071,172.6,31112.6803
13182,15.46,86.8,0.074,169.1,31211.88375
13183,15.48,86.5,0.071,174.4,31410.29064
13184,15.45,86.2,0.073,190.3,31298.68676
13185,15.52,86.5,0.073,170.4,30889.47255
13186,15.46,86.1,0.07,196.8,30653.86437
13187,15.46,85.9,0.068,199.3,30331.45318
13188,15.5,85.5,0.072,220.5,30269.45102
13189,15.58,85.4,0.072,224.5,30046.24327
13190,15.62,84.7,0.073,239.7,29810.63509
13191,15.76,84.3,0.071,249.7,29550.22605
13192,15.77,83.8,0.073,259.6,29413.82131
13193,15.83,83.3,0.072,266.7,29252.61572
13194,15.88,82.9,0.079,250.0,29277.41658
13195,15.83,82.9,0.073,252.2,29141.01184
13196,15.95,82.7,0.074,261.2,28992.20667
13197,15.98,82.3,0.073,218.1,28880.6028
13198,15.94,82.1,0.067,252.7,28731.79763
13199,15.77,82.1,0.072,252.7,28446.58773
13200,15.77,82.2,0.07,233.8,28657.39505
13201,15.86,82.0,0.076,233.7,28607.79333
13202,15.92,81.9,0.07,218.0,27764.56405
13203,15.93,81.8,0.074,205.9,27900.96878
13204,15.87,81.4,0.072,185.9,27690.16146
13205,15.86,81.7,0.07,184.8,27814.16577
13206,15.78,81.6,0.071,171.3,27665.3606
13207,15.82,81.9,0.071,159.5,27454.55328
13208,15.86,81.7,0.073,130.5,27119.74166
13209,15.73,81.7,0.071,115.9,27144.54252
13210,15.81,81.8,0.071,105.7,27231.34553
13211,15.71,81.9,0.084,92.7,27404.95156
13212,15.69,81.9,0.076,79.9,27652.96017
13213,15.62,82.4,0.072,67.24,28099.37567
13214,15.6,83.0,0.074,55.73,29289.81701
13215,15.57,83.1,0.074,35.75,30430.65662
13216,15.53,83.2,0.077,27.49,32439.52637
13217,15.52,83.1,0.075,25.29,35651.23789
13218,15.48,83.3,0.072,20.15,38143.72443
13219,15.38,83.7,0.069,6.773,39954.1873
13220,15.33,84.1,0.071,3.758,40983.42304
13221,15.33,84.2,0.073,2.056,41553.84284
13222,15.28,84.4,0.074,0.9,41789.45102
13223,15.28,84.7,0.074,0.304,41801.85145
13224,15.29,85.0,0.075,0.029,41826.65231
13225,15.29,85.3,0.071,0.055,42173.86437
13226,15.23,86.1,0.073,0.026,42483.87513
13227,15.19,86.6,0.075,0.048,42310.26911
13228,15.15,86.9,0.074,0.033,42062.2605
13229,15.15,87.4,0.068,0.022,41925.85576
13230,15.13,87.6,0.071,0.044,41863.85361
13231,15.06,88.0,0.073,0.048,41504.24112
13232,15.01,88.3,0.071,0.022,41603.44456
13233,14.97,88.4,0.075,0.033,41665.44672
13234,14.96,88.5,0.077,0.015,40884.21959
13235,14.85,88.6,0.078,0.029,40487.40581
13236,14.84,88.7,0.078,0.04,39458.17008
13237,14.85,88.6,0.076,0.018,38552.93864
13238,14.88,88.5,0.076,0.026,37672.50807
13239,14.88,88.4,0.074,0.026,36816.87836
13240,14.84,88.2,0.079,0.048,36010.85038
13241,14.93,88.1,0.073,0.04,34919.61249
13242,14.86,87.8,0.071,0.055,33766.37244
13243,14.9,87.6,0.072,0.022,32712.33584
13244,14.96,87.5,0.073,0.022,31856.70614
13245,14.92,87.2,0.07,0.037,31025.87729
13246,14.92,87.2,0.071,0.029,30430.65662
13247,14.92,87.2,0.074,0.051,29389.02045
13248,14.96,87.1,0.072,0.029,28496.18945
13249,14.96,87.1,0.072,0.018,27727.36276
13250,14.93,87.1,0.077,0.022,27293.34769
13251,14.87,87.0,0.072,0.037,26561.72228
13252,14.87,87.1,0.075,0.037,25954.10118
13253,14.85,87.1,0.076,0.029,25507.68568
13254,14.86,87.2,0.074,0.033,25086.07104
13255,14.84,87.3,0.077,0.037,24552.85253
13256,14.83,87.3,0.073,0.026,24366.84607
13257,14.81,87.4,0.074,0.033,24032.03445
13258,14.8,87.3,0.077,0.044,23746.82454
13259,14.82,87.3,0.085,0.04,23424.41335
13260,14.77,87.3,0.074,0.037,23511.21636
13261,14.76,87.3,0.076,0.048,23436.81378
13262,14.74,87.4,0.076,0.029,23250.80732
13263,14.73,87.5,0.076,0.033,23052.40043
13264,14.7,87.6,0.075,0.048,23126.80301
13265,14.68,87.6,0.081,0.066,22928.39612
13266,14.64,87.7,0.075,0.029,22891.19483
13267,14.6,87.9,0.076,0.048,23201.2056
13268,14.63,88.0,0.078,0.026,23027.59957
13269,14.61,88.2,0.075,0.037,23139.20344
13270,14.55,88.3,0.079,0.033,23052.40043
13271,14.48,88.5,0.081,0.055,23387.21206
13272,14.45,88.7,0.079,0.048,23746.82454
13273,14.46,88.8,0.082,0.04,23647.6211
13274,14.42,89.0,0.074,0.026,23858.42842
13275,14.43,89.1,0.081,0.029,24441.24865
13276,14.44,89.2,0.073,0.022,24676.85684
13277,14.4,89.2,0.083,0.04,24230.44133
13278,14.37,89.3,0.077,0.015,24168.43918
13279,14.37,89.4,0.075,0.022,24094.0366
13280,14.35,89.3,0.078,0.015,24292.44349
13281,14.31,89.4,0.077,0.022,23858.42842
13282,14.32,89.4,0.139,0.011,23263.20775
13283,14.33,89.4,0.561,0.033,22791.99139
13284,14.28,89.4,0.555,0.033,22903.59526
13285,14.27,89.4,0.865,0.04,23300.40904
13286,14.25,89.5,0.449,0.033,23808.8267
13287,14.22,89.5,0.271,0.029,23846.02799
13288,14.23,89.6,0.421,0.04,23573.21851
13289,14.14,89.6,0.09,0.227,23436.81378
13290,14.12,89.7,0.079,0.677,24317.24435
13291,14.12,89.6,0.077,2.005,24751.25942
13292,14.09,89.7,0.085,4.72,25160.47363
13293,14.05,89.7,0.082,6.162,25482.88482
13294,14.0,89.7,0.082,6.81,26127.70721
13295,13.98,89.7,0.263,14.06,26648.5253
13296,13.99,89.7,0.437,19.32,27181.74381
13297,14.04,89.7,0.642,25.35,27764.56405
13298,14.04,89.7,0.18,32.17,28669.79548
13299,14.08,89.7,0.085,39.63,28979.80624
13300,14.13,89.6,0.08,48.25,29314.61787
13301,14.13,89.8,0.258,59.82,29339.41873
13302,14.15,89.7,0.101,67.33,30120.64586
13303,14.22,89.6,0.1,47.8,30802.66954
13304,14.28,89.5,0.082,70.4,31745.10226
13305,14.35,89.6,0.079,72.9,32389.92465
13306,14.37,89.5,0.074,87.9,32799.13886
13307,14.41,89.4,0.077,93.3,33208.35307
13308,14.51,89.5,0.076,95.9,33580.36598
13309,14.59,89.4,0.079,108.6,34113.5845
13310,14.59,89.3,0.075,122.3,34671.60388
13311,14.63,89.4,0.072,147.3,35229.62325
13312,14.66,89.1,0.073,205.4,35266.82454
13313,14.7,88.8,0.071,209.1,35539.63402
13314,14.82,88.5,0.072,194.3,35576.83531
13315,14.93,88.2,0.07,215.7,35676.03875
13316,15.01,87.9,0.069,215.4,36122.45425
13317,15.07,87.4,0.068,219.6,36048.05167
13318,15.09,87.2,0.073,260.3,36085.25296
13319,15.23,87.0,0.073,317.6,36308.46071
13320,15.34,86.4,0.07,367.6,36283.65985
13321,15.5,86.0,0.068,361.5,36358.06243
13322,15.55,85.6,0.075,229.9,36221.6577
13323,15.59,85.0,0.072,318.5,36271.25942
13324,15.76,85.2,0.072,340.4,35750.44133
13325,15.85,84.4,0.072,301.9,35403.22928
13326,15.91,84.1,0.071,343.1,35266.82454
13327,16.01,83.8,0.07,375.3,35552.03445
13328,16.04,83.4,0.072,402.6,35031.21636
13329,16.11,83.2,0.071,408.1,34832.80947
13330,16.19,82.7,0.073,402.0,34808.00861
13331,16.3,82.4,0.07,458.7,34820.40904
13332,16.4,82.5,0.069,428.6,34547.59957
13333,16.32,81.9,0.069,311.8,34225.18837
13334,16.3,82.2,0.067,412.6,34200.38751
13335,16.18,82.4,0.07,348.2,34088.78364
13336,16.29,82.6,0.072,329.2,33977.17976
13337,16.34,82.3,0.069,292.6,33443.96125
13338,16.24,82.3,0.069,267.6,33344.7578
13339,16.12,82.6,0.073,195.2,33059.5479
13340,16.04,83.2,0.072,143.3,33022.34661
13341,16.01,83.3,0.069,181.7,32823.93972
13342,15.86,83.6,0.068,166.0,32600.73197
13343,15.86,83.5,0.069,136.9,32637.93326
13344,15.89,83.6,0.067,177.0,32389.92465
13345,15.97,83.5,0.071,178.6,32104.71475
13346,15.96,83.4,0.07,155.6,32166.7169
13347,15.88,83.5,0.067,151.8,31906.30786
13348,15.77,83.4,0.07,120.9,32067.51346
13349,15.75,83.4,0.07,96.4,31645.89882
13350,15.74,83.5,0.071,111.0,31596.29709
13351,15.74,83.4,0.072,113.0,31732.70183
13352,15.67,83.4,0.075,89.2,32042.71259
13353,15.64,83.5,0.07,77.8,32451.9268
13354,15.64,83.5,0.07,72.7,32513.92896
13355,15.57,83.2,0.077,64.69,32662.73412
13356,15.58,83.2,0.075,54.42,33047.14747
13357,15.54,83.2,0.074,43.3,33406.75996
13358,15.44,83.3,0.075,33.51,34262.38967
13359,15.31,83.0,0.075,29.38,35700.83961
13360,15.35,82.8,0.073,20.6,37598.10549
13361,15.26,82.8,0.076,11.33,40698.21313
13362,15.14,83.4,0.077,6.543,42769.08504
13363,15.11,83.7,0.071,4.238,44343.93972
13364,15.07,84.0,0.069,2.807,44765.55436
13365,15.07,84.5,0.071,1.936,44790.35522
13366,15.08,85.1,0.074,0.695,44914.35953
13367,15.02,85.8,0.07,0.176,44790.35522
13368,15.02,86.0,0.073,0.055,44728.35307
13369,15.0,86.4,0.07,0.066,44777.95479
13370,15.0,86.7,0.077,0.033,44678.75135
13371,15.0,86.9,0.071,0.037,44157.93326
13372,15.01,87.0,0.067,0.018,43649.51561
13373,15.03,87.2,0.067,0.037,43240.3014
13374,14.95,87.3,0.067,0.044,42632.6803
13375,14.96,87.3,0.065,0.048,42149.06351
13376,14.96,87.3,0.066,0.044,41628.24543
13377,15.0,87.1,0.07,0.029,41194.23036
13378,14.95,86.8,0.075,0.044,40537.00753
13379,14.91,86.5,0.074,0.04,39656.57696
13380,14.86,86.3,0.072,0.029,38788.54682
13381,14.8,86.1,0.071,0.044,37970.11841
13382,14.8,85.7,0.069,0.037,36816.87836
13383,14.89,85.0,0.077,0.044,35552.03445
13384,14.94,84.7,0.077,0.033,34622.00215
13385,14.87,84.8,0.074,0.037,33729.17115
13386,14.88,84.9,0.075,0.026,32613.1324
13387,14.88,84.8,0.074,0.026,31769.90312
13388,14.89,84.6,0.07,0.026,31013.47686
13389,14.92,84.4,0.073,0.018,30232.24973
13390,14.93,84.1,0.071,0.029,29612.2282
13391,14.97,83.9,0.069,0.015,29004.6071
13392,14.99,83.8,0.069,0.033,28359.78471
13393,14.99,83.7,0.069,0.037,27454.55328
13394,15.03,83.9,0.068,0.029,26710.52745
13395,14.98,84.2,0.07,0.026,26400.51668
13396,15.0,84.4,0.071,0.029,25978.90205
13397,14.92,84.8,0.073,0.018,25482.88482
13398,14.81,85.1,0.076,0.044,25148.0732
13399,14.77,85.4,0.068,0.033,24949.66631
13400,14.79,85.6,0.068,0.04,24924.86545
13401,14.76,85.6,0.069,0.033,24590.05382
13402,14.76,85.6,0.068,0.033,24118.83746
13403,14.81,85.6,0.068,0.029,23970.03229
13404,14.82,85.4,0.069,0.018,23808.8267
13405,14.81,85.1,0.074,0.037,23722.02368
13406,14.83,84.7,0.074,0.055,23511.21636
13407,14.87,84.5,0.07,0.033,23511.21636
13408,14.91,84.2,0.069,0.044,23560.81808
13409,14.96,83.8,0.067,0.055,23486.4155
13410,15.0,83.6,0.066,0.029,23412.01292
13411,15.03,83.4,0.069,0.037,23474.01507
13412,15.04,83.4,0.07,0.029,23560.81808
13413,15.02,83.6,0.069,0.044,23498.81593
13414,15.03,83.7,0.07,0.044,23523.61679
13415,15.0,83.8,0.069,0.026,23449.21421
13416,14.91,83.8,0.068,0.018,23424.41335
13417,14.88,83.8,0.069,0.051,23461.61464
13418,14.92,84.1,0.072,0.04,23672.42196
13419,14.91,84.4,0.073,0.015,24751.25942
13420,14.85,85.1,0.074,0.022,24900.06459
13421,14.79,85.7,0.07,0.044,24577.65339
13422,14.7,86.0,0.07,0.026,24416.44779
13423,14.51,86.1,0.07,0.04,24366.84607
13424,14.33,86.6,0.072,0.037,24242.84177
13425,14.26,87.0,0.069,0.037,23970.03229
13426,14.27,87.2,0.068,0.037,23387.21206
13427,14.17,87.8,0.068,0.04,22878.7944
13428,14.18,88.1,0.067,0.044,22953.19699
13429,14.11,88.5,0.068,0.048,23263.20775
13430,14.08,88.9,0.069,0.059,23722.02368
13431,14.1,89.0,0.069,0.062,23759.22497
13432,14.09,89.3,0.067,0.07,23672.42196
13433,14.11,89.7,0.07,0.124,23536.01722
13434,14.08,89.7,0.064,0.505,24428.84822
13435,14.06,90.0,0.069,2.25,24924.86545
13436,14.06,90.1,0.068,4.417,24900.06459
13437,14.09,90.3,0.07,6.847,25321.67922
13438,14.09,90.5,0.07,8.38,25978.90205
13439,14.1,90.8,0.071,8.92,26797.33046
13440,14.04,90.8,0.068,17.35,27094.9408
13441,14.04,90.9,0.068,36.65,27925.76964
13442,14.1,91.2,0.071,63.33,28595.3929
13443,14.23,91.3,0.068,58.04,29103.81055
13444,14.23,91.2,0.068,46.05,29364.21959
13445,14.22,91.3,0.071,40.79,29686.63079
13446,14.2,91.4,0.07,75.6,29959.44026
13447,14.27,91.7,0.071,76.6,30740.66738
13448,14.37,91.5,0.071,96.5,30877.07212
13449,14.34,91.6,0.067,101.6,31348.28848
13450,14.43,91.5,0.066,111.6,31497.09365
13451,14.44,91.5,0.064,99.9,32451.9268
13452,14.54,91.6,0.065,91.1,32724.73628
13453,14.47,91.4,0.066,94.4,33146.35091
13454,14.48,91.4,0.065,113.6,33865.57589
13455,14.58,91.4,0.068,171.6,34274.7901
13456,14.65,91.4,0.069,200.2,34287.19053
13457,14.77,91.0,0.069,149.9,34398.7944
13458,14.93,90.9,0.069,131.9,34671.60388
13459,15.01,90.7,0.069,188.3,35167.6211
13460,15.22,90.6,0.073,200.6,35291.6254
13461,15.28,90.3,0.072,209.0,35638.83746
13462,15.39,90.3,0.068,192.4,35849.64478
13463,15.54,89.6,0.066,181.1,36382.86329
13464,15.63,89.3,0.071,161.0,35700.83961
13465,15.7,88.7,0.072,133.7,35700.83961
13466,15.87,88.6,0.07,170.4,35626.43703
13467,15.97,88.1,0.068,196.2,35502.43272
13468,16.16,87.6,0.066,230.7,34870.01076
13469,16.23,86.8,0.072,194.3,34398.7944
13470,16.33,86.3,0.07,143.1,34510.39828
13471,16.25,85.0,0.072,176.6,34287.19053
13472,16.6,84.4,0.071,200.7,34039.18192
13473,16.79,83.5,0.072,395.9,33679.56943
13474,17.24,82.3,0.069,580.8,33617.56728
13475,17.42,80.2,0.071,432.0,33741.57158
13476,17.47,78.8,0.07,439.7,33654.76857
13477,17.64,77.4,0.074,416.9,33468.76211
13478,17.78,76.7,0.073,580.0,33753.97201
13479,17.72,75.1,0.073,416.6,33605.16685
13480,18.11,75.3,0.076,743.0,33220.7535
13481,18.27,74.3,0.071,769.0,33133.95048
13482,18.14,73.3,0.07,633.3,32538.72982
13483,18.37,73.1,0.071,790.0,32687.53498
13484,18.65,72.0,0.076,699.6,32588.33154
13485,19.09,71.0,0.076,657.4,32575.93111
13486,19.0,70.2,0.073,630.8,32538.72982
13487,19.05,71.0,0.071,611.1,32166.7169
13488,19.01,69.83,0.074,587.8,31484.69322
13489,19.22,69.23,0.073,570.0,31472.29279
13490,19.34,68.86,0.073,556.7,31497.09365
13491,19.41,68.93,0.071,528.3,31633.49839
13492,19.2,67.79,0.072,465.2,32079.91389
13493,19.21,67.99,0.073,438.6,32203.91819
13494,19.28,67.82,0.072,461.9,32079.91389
13495,19.19,67.72,0.073,440.4,32129.51561
13496,19.25,67.62,0.072,428.3,32241.11948
13497,19.07,67.26,0.074,373.2,32203.91819
13498,18.85,68.16,0.076,294.3,32575.93111
13499,18.75,68.36,0.075,193.3,32600.73197
13500,18.67,68.86,0.073,193.3,32836.34015
13501,18.7,68.79,0.073,161.6,33195.95264
13502,18.52,69.36,0.073,173.0,34448.39612
13503,18.55,69.63,0.075,147.7,35440.43057
13504,18.58,69.53,0.078,95.3,37275.69429
13505,18.4,70.3,0.075,47.75,40475.00538
13506,18.42,70.7,0.08,33.12,42533.47686
13507,18.35,71.1,0.076,32.78,44492.74489
13508,18.16,71.7,0.075,26.25,44988.76211
13509,18.17,73.0,0.079,11.67,45050.76426
13510,17.76,73.9,0.08,3.22,45187.169
13511,17.53,74.6,0.076,0.79,45025.9634
13512,17.72,75.4,0.086,0.157,44753.15393
13513,18.01,75.4,0.079,0.048,44604.34876
13514,17.34,74.5,0.072,0.018,44542.34661
13515,17.21,74.6,0.069,0.026,44145.53283
13516,17.21,74.6,0.068,0.022,44368.74058
13517,17.13,74.6,0.069,0.026,43773.51991
13518,17.05,74.1,0.068,0.037,43029.49408
13519,17.12,73.9,0.071,0.044,42347.4704
13520,17.14,73.2,0.07,0.044,42049.86006
13521,17.2,72.7,0.072,0.048,41491.84069
13522,17.2,72.6,0.069,0.051,40735.41442
13523,17.09,73.5,0.074,0.07,40090.59203
13524,17.03,75.1,0.07,0.04,39346.5662
13525,16.96,77.5,0.07,0.055,39048.95587
13526,16.85,79.1,0.071,0.04,37833.71367
13527,16.76,80.2,0.07,0.029,36792.0775
13528,16.7,80.9,0.073,0.051,35750.44133
13529,16.63,81.6,0.071,0.029,34671.60388
