,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,PowerConsumption
37330,14.83,72.3,4.912,0.048,22504.77876
37331,14.59,73.8,4.914,0.069,21944.0708
37332,14.53,74.1,4.917,0.037,21536.28319
37333,14.54,74.2,4.914,0.066,21128.49558
37334,14.52,74.4,4.913,0.066,21313.27434
37335,14.43,74.5,4.914,0.066,21459.82301
37336,14.33,75.0,4.913,0.176,21561.76991
37337,14.3,75.1,4.916,1.152,21708.31858
37338,14.17,75.4,4.917,3.806,22039.64602
37339,14.01,76.3,4.916,11.54,22198.93805
37340,13.99,77.1,4.915,33.61,22345.48673
37341,14.19,77.3,4.917,59.99,22893.45133
37342,14.27,77.3,4.915,88.2,23078.23009
37343,14.32,77.9,4.914,117.6,23715.39823
37344,14.32,78.0,4.918,149.1,24142.30088
37345,14.39,78.0,4.914,181.7,24677.52212
37346,14.68,77.4,4.916,213.0,25200.0
37347,15.14,76.0,4.913,244.0,25391.15044
37348,15.73,73.7,4.914,276.7,26200.35398
37349,16.21,71.6,4.917,307.7,26869.38053
37350,16.46,70.3,4.919,338.4,27309.02655
37351,16.78,68.03,4.918,370.4,28277.52212
37352,17.31,66.17,4.915,399.9,28959.29204
37353,17.88,63.47,4.916,426.6,29303.36283
37354,18.47,61.33,4.919,455.5,29793.9823
37355,19.1,59.73,4.921,482.5,30392.92035
37356,19.79,57.9,4.923,507.4,30552.21239
37357,20.33,57.1,4.924,530.0,31004.60177
37358,21.35,55.79,4.919,549.1,31208.49558
37359,22.54,53.39,4.919,578.3,31660.88496
37360,23.41,50.56,4.919,601.1,31998.58407
37361,23.34,50.29,4.921,624.0,32336.28319
37362,23.21,52.99,4.92,641.8,32361.76991
37363,23.25,53.76,4.923,661.6,32642.12389
37364,23.23,55.26,4.921,676.7,32896.99115
37365,23.06,57.13,4.921,691.0,33164.60177
37366,23.11,57.13,4.919,705.0,33381.23894
37367,23.08,57.53,4.923,717.0,33610.61947
37368,22.93,58.73,4.919,726.0,33629.73451
37369,23.25,58.0,4.918,736.0,34005.66372
37370,23.21,56.63,4.921,743.0,34037.52212
37371,23.3,56.9,4.92,747.0,34005.66372
37372,23.2,58.5,4.919,750.0,33782.65487
37373,23.25,59.67,4.919,752.0,33687.07965
37374,22.92,58.13,4.918,752.0,33808.14159
37375,23.28,56.63,4.919,751.0,34050.26549
37376,23.15,56.93,4.922,748.0,33986.54867
37377,23.06,57.73,4.933,745.0,34063.00885
37378,23.29,57.33,4.931,739.0,33961.06195
37379,23.41,56.29,4.931,735.0,33840.0
37380,23.78,54.93,4.933,730.0,33910.0885
37381,23.83,54.86,4.932,721.0,33738.0531
37382,23.92,55.83,4.92,711.0,33731.68142
37383,23.82,54.89,4.921,698.0,33610.61947
37384,24.07,53.23,4.919,682.6,33343.00885
37385,24.12,52.03,4.924,664.8,33292.0354
37386,23.73,49.29,4.926,648.3,32744.0708
37387,23.74,48.16,4.926,630.0,32482.83186
37388,23.92,47.29,4.924,609.8,32572.0354
37389,23.8,44.76,4.923,590.1,32463.71681
37390,23.93,43.35,4.921,569.2,32304.42478
37391,24.1,40.79,4.925,544.4,32227.9646
37392,24.4,39.82,4.929,518.1,32068.67257
37393,24.43,39.05,4.93,493.3,31820.17699
37394,24.21,43.25,4.93,466.6,31915.75221
37395,24.1,46.36,4.927,439.3,31858.40708
37396,24.14,45.59,4.927,412.4,31724.60177
37397,24.11,47.72,4.929,382.9,31769.20354
37398,23.83,52.23,4.924,355.1,31832.92035
37399,23.67,54.56,4.927,324.4,31737.34513
37400,23.46,53.86,4.925,294.5,31730.97345
37401,23.52,55.96,4.918,263.8,31775.57522
37402,23.29,57.39,4.921,232.9,31922.12389
37403,23.29,60.33,4.921,202.2,32087.78761
37404,23.25,61.13,4.927,172.4,32686.72566
37405,23.2,61.86,4.918,142.6,33253.80531
37406,23.08,62.93,4.925,100.8,34617.34513
37407,22.93,64.13,4.92,73.7,37968.84956
37408,22.83,64.63,4.924,56.71,41390.44248
37409,22.64,65.6,4.922,43.71,42518.23009
37410,22.5,66.5,4.924,25.5,43174.51327
37411,22.4,67.26,4.92,11.59,43626.90265
37412,22.19,68.36,4.927,5.009,43983.71681
37413,22.09,68.86,4.928,1.452,44162.12389
37414,22.04,69.3,4.926,0.267,44372.38938
37415,21.98,69.9,4.918,0.084,44805.66372
37416,21.92,70.2,4.914,0.08,44773.80531
37417,21.85,70.8,4.917,0.08,44901.23894
37418,21.79,71.6,4.922,0.055,44958.58407
37419,21.77,72.3,4.921,0.102,45015.9292
37420,21.7,72.9,4.923,0.091,44754.69027
37421,21.64,73.7,4.923,0.055,44608.14159
37422,21.66,74.2,4.92,0.059,44538.0531
37423,21.65,74.6,4.917,0.048,44544.42478
37424,21.6,75.0,4.917,0.059,43990.0885
37425,21.53,75.6,4.915,0.055,43244.60177
37426,21.49,75.7,4.915,0.066,42715.75221
37427,21.39,76.2,4.92,0.051,41791.85841
37428,21.33,76.3,4.914,0.048,40944.42478
37429,21.26,76.9,4.916,0.069,40173.45133
37430,21.13,77.4,4.915,0.084,39294.15929
37431,21.03,78.0,4.915,0.058,38255.57522
37432,21.0,78.2,4.917,0.062,37280.70796
37433,21.0,78.2,4.917,0.091,36401.41593
37434,20.9,78.9,4.916,0.062,35553.9823
37435,20.77,79.8,4.915,0.066,34477.16814
37436,20.75,80.0,4.916,0.051,33419.46903
37437,20.75,80.1,4.917,0.055,32795.04425
37438,20.76,80.1,4.916,0.048,32183.36283
37439,20.72,80.5,4.916,0.048,31335.9292
37440,20.72,80.8,4.912,0.062,30373.80531
37441,20.76,80.9,4.913,0.062,30055.22124
37442,20.74,81.3,4.91,0.037,29672.92035
37443,20.75,81.3,4.915,0.055,29182.30088
37444,20.79,81.2,4.914,0.058,28895.57522
37445,20.77,81.4,4.912,0.037,28538.76106
37446,20.73,81.4,4.912,0.084,28303.00885
37447,20.74,81.0,4.913,0.077,27946.19469
37448,20.81,80.7,4.914,0.058,27474.69027
37449,20.9,80.0,4.914,0.062,27258.0531
37450,20.99,79.4,4.913,0.073,26907.61062
37451,21.1,79.0,4.916,0.062,26805.66372
37452,21.09,79.2,4.911,0.066,26620.88496
37453,21.11,79.3,4.915,0.055,26633.62832
37454,21.13,78.8,4.915,0.058,26557.16814
37455,21.14,78.2,4.915,0.088,26251.32743
37456,21.19,78.2,4.911,0.051,26397.87611
37457,21.19,78.1,4.916,0.084,26480.70796
37458,21.14,78.1,4.912,0.051,26493.45133
37459,21.1,78.0,4.914,0.037,26308.67257
37460,21.05,77.9,4.91,0.033,26149.38053
37461,21.15,77.4,4.914,0.055,26200.35398
37462,21.28,77.1,4.912,0.044,26149.38053
37463,21.53,75.7,4.914,0.073,26225.84071
37464,21.72,73.1,4.914,0.069,26455.22124
37465,21.87,71.9,4.912,0.066,26346.90265
37466,21.96,71.2,4.913,0.055,26416.99115
37467,22.08,70.9,4.914,0.048,26780.17699
37468,22.12,70.8,4.912,0.048,27054.15929
37469,22.21,71.0,4.915,0.044,26748.31858
37470,22.25,71.0,4.913,0.069,26366.0177
37471,22.35,71.0,4.914,0.062,26340.53097
37472,22.3,72.8,4.915,0.055,25977.34513
37473,22.02,76.3,4.916,0.084,25098.0531
37474,21.78,77.9,4.911,0.055,24033.9823
37475,21.65,78.0,4.913,0.062,23823.71681
37476,21.67,77.8,4.915,0.062,24282.47788
37477,21.61,78.1,4.914,0.077,24282.47788
37478,21.55,78.4,4.914,0.066,24492.74336
37479,21.82,77.1,4.915,0.059,24664.77876
37480,22.27,72.5,4.913,0.066,24480.0
37481,22.48,69.83,4.915,0.395,24371.68142
37482,22.48,75.1,4.916,1.945,25078.93805
37483,21.89,76.2,4.914,4.64,25327.43363
37484,21.99,76.0,4.913,7.51,25920.0
37485,21.99,76.1,4.913,14.17,26620.88496
37486,22.02,76.8,4.912,19.42,26958.58407
37487,21.92,77.2,4.913,27.9,27168.84956
37488,21.87,77.1,4.913,45.16,27398.23009
37489,21.82,77.9,4.912,54.31,27825.13274
37490,21.63,79.3,4.911,79.6,27901.59292
37491,21.61,79.6,4.912,72.1,28634.33628
37492,21.83,79.0,4.912,100.1,29328.84956
37493,21.81,79.0,4.913,86.5,29934.15929
37494,21.67,80.0,4.914,78.6,30106.19469
37495,21.6,81.3,4.911,92.5,30475.75221
37496,21.63,81.8,4.913,127.3,31163.89381
37497,21.81,82.0,4.914,119.4,31839.29204
37498,21.85,83.4,4.913,96.9,32259.82301
37499,21.7,85.5,4.914,160.4,32661.23894
37500,21.63,86.4,4.914,189.6,33005.30973
37501,21.57,87.0,4.911,134.0,33432.21239
37502,21.57,87.9,4.911,86.0,33948.31858
37503,21.46,88.9,4.914,96.1,34222.30088
37504,21.44,89.4,4.918,97.7,34738.40708
37505,21.51,89.8,4.919,95.3,35534.86726
37506,21.61,90.0,4.914,95.4,35553.9823
37507,21.59,90.1,4.915,115.0,36044.60177
37508,21.61,90.4,4.916,103.7,36248.49558
37509,21.61,90.5,4.915,138.9,36235.75221
37510,21.6,90.7,4.919,111.1,36331.32743
37511,21.59,91.0,4.916,141.0,36337.69912
37512,21.59,91.3,4.917,108.8,36382.30088
37513,21.64,91.4,4.919,101.5,36509.73451
37514,21.74,91.6,4.919,130.9,36541.59292
37515,21.68,91.8,4.921,138.7,36484.24779
37516,21.57,92.0,4.919,151.1,36242.12389
37517,21.6,92.2,4.918,155.3,36299.46903
37518,21.7,92.3,4.917,213.3,35987.25664
37519,21.86,92.3,4.915,250.0,35936.28319
37520,21.84,92.2,4.919,198.7,35929.9115
37521,21.85,91.8,4.917,212.5,36114.69027
37522,21.93,91.5,4.919,315.2,35891.68142
37523,21.96,91.2,4.913,176.6,36095.57522
37524,22.07,90.5,4.914,274.7,35840.70796
37525,22.21,89.5,4.916,256.7,36031.85841
37526,22.21,89.2,4.917,205.4,36293.09735
37527,22.3,88.4,4.916,197.3,36197.52212
37528,22.36,87.8,4.915,152.2,36159.29204
37529,22.38,87.3,4.917,189.6,35815.22124
37530,22.4,87.2,4.914,194.9,35566.72566
37531,22.46,87.1,4.918,185.7,35585.84071
37532,22.66,86.2,4.918,180.4,35553.9823
37533,22.79,85.1,4.917,271.8,35286.37168
37534,22.91,84.1,4.919,208.1,35158.93805
37535,22.91,83.6,4.917,168.0,35101.59292
37536,22.88,84.0,4.917,247.6,34916.81416
37537,22.96,83.5,4.916,227.5,34897.69912
37538,23.05,83.1,4.914,358.5,34630.0885
37539,23.17,82.7,4.914,353.3,34770.26549
37540,23.32,82.5,4.916,476.1,34661.9469
37541,23.47,81.9,4.921,418.1,34636.46018
37542,23.53,81.3,4.923,366.5,34674.69027
37543,23.54,80.8,4.923,418.9,34266.90265
37544,23.64,80.1,4.921,418.0,34534.51327
37545,23.51,80.5,4.924,230.0,34674.69027
37546,23.46,81.3,4.92,292.6,34999.64602
37547,23.55,80.5,4.924,293.0,35534.86726
37548,23.62,79.8,4.924,254.8,36000.0
37549,23.6,79.8,4.922,225.1,37108.67257
37550,23.55,80.1,4.923,158.3,38835.39823
37551,23.49,80.5,4.924,129.9,41944.77876
37552,23.4,80.9,4.922,98.2,44926.72566
37553,23.41,80.8,4.925,86.8,45997.16814
37554,23.42,80.9,4.924,40.19,46105.48673
37555,23.36,81.3,4.922,16.46,46640.70796
37556,23.26,81.8,4.921,3.495,46914.69027
37557,23.18,82.3,4.92,0.856,46914.69027
37558,23.11,82.4,4.921,0.121,46774.51327
37559,23.09,82.6,4.919,0.055,46882.83186
37560,23.1,82.4,4.915,0.044,46666.19469
37561,23.12,82.1,4.916,0.029,46589.73451
37562,23.13,82.1,4.921,0.073,46506.90265
37563,23.14,82.1,4.918,0.037,45914.33628
37564,23.09,82.1,4.916,0.051,45633.9823
37565,23.04,82.2,4.917,0.051,45105.13274
37566,22.99,82.5,4.916,0.044,44436.10619
37567,22.94,82.5,4.916,0.04,43747.9646
37568,22.88,82.8,4.918,0.066,43480.35398
37569,22.78,83.3,4.915,0.04,42792.21239
37570,22.7,83.7,4.915,0.051,41919.29204
37571,22.63,83.8,4.917,0.037,41110.0885
37572,22.59,84.0,4.911,0.04,40345.48673
37573,22.51,84.3,4.916,0.088,39447.07965
37574,22.44,84.7,4.916,0.062,38523.18584
37575,22.39,85.0,4.915,0.059,37580.17699
37576,22.17,85.5,4.914,0.055,36547.9646
37577,22.03,86.3,4.915,0.059,35369.20354
37578,21.95,86.6,4.91,0.051,34540.88496
37579,21.87,87.1,4.912,0.055,33750.79646
37580,21.81,87.4,4.915,0.051,32986.19469
37581,21.78,87.6,4.915,0.062,32285.30973
37582,21.74,87.9,4.911,0.055,31756.46018
37583,21.69,88.2,4.915,0.048,31233.9823
37584,21.69,88.4,4.914,0.04,30545.84071
37585,21.66,88.6,4.913,0.066,30048.84956
37586,21.63,88.8,4.912,0.037,29551.85841
37587,21.62,89.0,4.911,0.044,29029.38053
37588,21.64,89.2,4.913,0.077,28959.29204
37589,21.61,89.3,4.915,0.08,28723.53982
37590,21.54,89.5,4.908,0.055,28201.06195
37591,21.5,89.6,4.911,0.08,27984.42478
37592,21.52,89.4,4.914,0.051,27850.61947
37593,21.51,89.3,4.911,0.048,27563.89381
37594,21.52,89.1,4.912,0.059,27245.30973
37595,21.57,88.7,4.913,0.037,26971.32743
37596,21.61,88.4,4.912,0.062,26761.06195
37597,21.66,88.2,4.912,0.044,26557.16814
37598,21.68,87.8,4.913,0.069,26321.41593
37599,21.69,87.6,4.916,0.088,26232.21239
37600,21.71,87.4,4.914,0.04,26244.95575
37601,21.72,87.2,4.915,0.051,26283.18584
37602,21.74,87.1,4.911,0.051,26244.95575
37603,21.76,86.7,4.916,0.048,26436.10619
37604,21.75,86.6,4.912,0.044,26283.18584
37605,21.74,86.7,4.913,0.044,26149.38053
37606,21.71,86.6,4.913,0.04,26111.15044
37607,21.7,86.6,4.913,0.066,26295.9292
37608,21.68,86.5,4.912,0.066,26232.21239
37609,21.65,86.6,4.913,0.04,26155.75221
37610,21.58,86.8,4.91,0.037,26162.12389
37611,21.52,87.0,4.91,0.055,26678.23009
37612,21.51,87.1,4.912,0.062,27289.9115
37613,21.47,87.3,4.912,0.058,26952.21239
37614,21.47,87.5,4.913,0.04,26748.31858
37615,21.49,87.6,4.912,0.04,26640.0
37616,21.51,87.8,4.912,0.059,26442.47788
37617,21.5,87.8,4.909,0.051,25524.95575
37618,21.5,87.9,4.913,0.077,24116.81416
37619,21.48,87.9,4.911,0.04,23823.71681
37620,21.51,88.0,4.91,0.048,24155.04425
37621,21.5,87.9,4.912,0.044,24416.28319
37622,21.5,88.0,4.91,0.059,24760.35398
37623,21.52,88.0,4.911,0.048,24639.29204
37624,21.52,87.9,4.91,0.048,24530.97345
37625,21.49,88.0,4.91,0.19,24416.28319
37626,21.48,87.9,4.914,0.746,25263.71681
37627,21.44,88.1,4.912,2.186,25658.76106
37628,21.42,88.2,4.91,5.554,25888.14159
37629,21.45,88.2,4.91,8.65,26276.81416
37630,21.46,88.2,4.911,11.04,26850.26549
37631,21.49,88.1,4.911,15.29,27015.9292
37632,21.51,88.2,4.91,22.87,27487.43363
37633,21.52,88.1,4.912,28.5,28041.76991
37634,21.53,88.0,4.912,36.73,28819.11504
37635,21.48,88.1,4.913,40.47,29073.9823
37636,21.45,88.3,4.912,39.67,29532.74336
37637,21.49,88.5,4.912,57.94,29864.0708
37638,21.55,88.4,4.911,86.5,30724.24779
37639,21.67,88.4,4.911,113.0,31138.40708
37640,21.75,88.2,4.915,166.5,31801.06195
37641,21.83,88.0,4.914,190.1,32552.92035
37642,21.92,87.8,4.911,210.4,33623.36283
37643,22.05,87.4,4.914,150.9,34324.24779
37644,22.17,87.1,4.915,233.3,35012.38938
37645,22.29,86.6,4.916,223.6,35311.85841
37646,22.51,86.3,4.916,249.8,35496.63717
37647,22.82,85.5,4.915,247.0,36012.74336
37648,22.98,83.7,4.916,212.0,36363.18584
37649,23.25,82.2,4.916,306.2,36649.9115
37650,23.46,80.7,4.916,320.6,36611.68142
37651,23.64,78.7,4.917,312.7,37216.99115
37652,23.85,77.8,4.917,303.6,37216.99115
37653,23.94,76.6,4.916,341.0,36993.9823
37654,24.14,75.3,4.919,380.8,37490.97345
37655,24.18,74.5,4.922,382.3,37809.55752
37656,24.14,74.3,4.919,337.0,37726.72566
37657,24.31,74.0,4.924,397.1,37866.90265
37658,24.29,72.8,4.924,275.4,37956.10619
37659,24.36,73.0,4.925,324.0,37726.72566
37660,24.41,71.7,4.925,276.3,37586.54867
37661,24.25,72.1,4.925,301.6,37242.47788
37662,24.32,72.2,4.924,308.5,37325.30973
37663,24.38,71.4,4.922,313.4,37561.06195
37664,24.46,71.7,4.925,340.3,37503.71681
37665,24.51,71.7,4.923,290.6,37401.76991
37666,24.29,73.3,4.924,290.5,36834.69027
37667,24.19,74.7,4.922,295.3,37153.27434
37668,24.05,75.6,4.921,308.2,37522.83186
37669,24.03,75.9,4.919,258.2,37554.69027
37670,24.0,76.6,4.923,325.1,37490.97345
37671,24.0,77.4,4.923,447.6,37057.69912
37672,23.98,78.1,4.924,449.0,37044.95575
37673,23.97,77.9,4.925,395.7,36955.75221
37674,23.97,78.0,4.922,321.0,36503.36283
37675,23.84,78.0,4.921,189.2,36293.09735
37676,23.83,78.3,4.922,213.5,36420.53097
37677,23.84,78.6,4.924,224.4,36235.75221
37678,23.72,78.8,4.925,184.3,35974.51327
37679,23.51,79.8,4.924,142.5,35668.67257
37680,23.38,80.5,4.926,146.7,35216.28319
37681,23.31,80.8,4.926,154.1,35350.0885
37682,23.3,81.1,4.922,158.3,35292.74336
37683,23.33,81.1,4.922,120.4,35407.43363
37684,23.3,80.6,4.918,97.7,35037.87611
37685,23.23,80.8,4.918,91.1,34827.61062
37686,23.2,81.0,4.921,98.7,34935.9292
37687,23.19,81.3,4.918,93.3,34955.04425
37688,23.17,81.3,4.917,81.0,34840.35398
37689,23.14,81.2,4.916,74.5,35056.99115
37690,23.08,81.3,4.915,52.99,34986.90265
37691,23.15,81.5,4.915,50.02,35604.95575
37692,23.12,81.8,4.921,48.0,36586.19469
37693,23.1,81.7,4.914,47.92,37586.54867
37694,23.02,82.3,4.915,37.86,39243.18584
37695,22.98,82.7,4.914,37.33,42664.77876
37696,22.92,83.1,4.913,37.63,45627.61062
37697,22.9,83.1,4.914,20.02,46092.74336
37698,22.92,83.1,4.917,9.01,46411.32743
37699,22.9,82.9,4.918,3.521,47099.46903
37700,22.83,83.1,4.916,0.859,47296.99115
37701,22.83,83.0,4.917,0.19,47456.28319
37702,22.83,82.8,4.918,0.069,47010.26549
37703,22.83,82.9,4.917,0.044,46921.06195
37704,22.75,83.3,4.91,0.033,46653.45133
37705,22.66,83.7,4.916,0.044,46749.02655
37706,22.6,84.1,4.915,0.051,46761.76991
37707,22.52,84.5,4.914,0.033,46150.0885
37708,22.44,84.8,4.918,0.044,45602.12389
37709,22.4,85.1,4.919,0.058,45200.70796
37710,22.39,85.2,4.914,0.04,44926.72566
37711,22.42,85.4,4.917,0.066,44652.74336
37712,22.43,85.2,4.919,0.051,43805.30973
37713,22.45,85.2,4.916,0.066,43308.31858
37714,22.42,85.3,4.914,0.044,42658.40708
37715,22.39,85.2,4.917,0.051,42097.69912
37716,22.4,85.2,4.913,0.055,41422.30088
37717,22.43,85.1,4.915,0.051,40179.82301
37718,22.45,85.0,4.916,0.051,39294.15929
37719,22.47,84.8,4.913,0.048,38274.69027
37720,22.46,84.9,4.915,0.051,37497.34513
37721,22.48,84.7,4.917,0.051,36917.52212
37722,22.46,84.7,4.909,0.037,35655.9292
37723,22.45,84.8,4.912,0.062,34923.18584
37724,22.4,84.9,4.915,0.037,33999.29204
37725,22.35,85.2,4.914,0.044,33406.72566
37726,22.25,85.3,4.916,0.048,32775.9292
37727,22.19,85.6,4.918,0.062,31858.40708
37728,21.97,86.1,4.914,0.066,31132.0354
37729,21.68,86.9,4.916,0.066,30392.92035
37730,21.53,87.3,4.917,0.037,30010.61947
37731,21.39,88.1,4.917,0.037,29596.46018
37732,21.31,88.2,4.916,0.058,29296.99115
37733,21.16,88.6,4.915,0.037,28545.13274
37734,21.07,88.7,4.911,0.051,28385.84071
37735,20.97,89.4,4.916,0.077,28341.23894
37736,21.16,89.5,4.916,0.055,28130.97345
37737,21.29,89.7,4.914,0.04,27532.0354
37738,21.35,89.8,4.916,0.062,27258.0531
37739,21.33,89.9,4.916,0.048,27258.0531
37740,21.29,90.1,4.913,0.055,26920.35398
37741,21.23,90.2,4.913,0.055,26646.37168
37742,21.2,90.4,4.913,0.04,26620.88496
37743,21.07,90.8,4.915,0.066,26640.0
37744,21.03,90.8,4.915,0.066,26563.53982
37745,21.13,91.1,4.914,0.069,26487.07965
37746,21.1,91.2,4.911,0.058,26034.69027
37747,21.17,91.6,4.916,0.066,25607.78761
37748,21.25,91.6,4.914,0.066,25620.53097
37749,21.24,91.7,4.916,0.055,26264.0708
37750,21.2,91.9,4.914,0.066,26225.84071
37751,21.2,92.2,4.914,0.073,26193.9823
37752,21.18,92.2,4.917,0.073,26187.61062
37753,21.16,92.4,4.916,0.08,26302.30088
37754,21.19,92.5,4.913,0.059,26455.22124
37755,21.21,92.5,4.913,0.055,26996.81416
37756,21.17,92.7,4.915,0.08,27551.15044
37757,21.19,92.8,4.913,0.048,27181.59292
37758,21.2,92.8,4.916,0.033,26837.52212
37759,21.17,92.9,4.912,0.048,26882.12389
37760,21.12,93.0,4.912,0.058,26640.0
37761,21.09,93.1,4.913,0.044,25773.45133
37762,21.07,93.2,4.911,0.084,25002.47788
37763,21.11,93.3,4.912,0.084,24957.87611
37764,21.16,93.4,4.916,0.084,25066.19469
37765,21.13,93.5,4.914,0.048,25053.45133
37766,21.13,93.4,4.913,0.062,25607.78761
37767,21.13,93.5,4.914,0.04,25722.47788
37768,21.15,93.5,4.913,0.033,25544.0708
37769,21.08,93.5,4.917,0.208,25435.75221
37770,21.0,93.5,4.918,1.046,25397.52212
37771,21.01,93.6,4.915,1.762,25970.97345
37772,21.0,93.7,4.918,3.832,26404.24779
37773,20.98,93.6,4.917,7.72,27047.78761
37774,20.97,93.6,4.915,11.9,27264.42478
37775,20.96,93.7,4.915,18.21,27755.04425
37776,21.0,93.8,4.92,23.44,28761.76991
37777,21.04,93.7,4.917,20.43,29303.36283
37778,21.02,93.8,4.918,27.6,30016.99115
37779,21.09,93.8,4.917,36.97,30711.50442
37780,21.18,93.8,4.92,61.46,31138.40708
37781,21.3,93.8,4.918,72.5,31724.60177
37782,21.23,93.8,4.918,59.7,31431.50442
37783,21.22,93.8,4.918,81.3,30010.61947
37784,21.18,93.7,4.916,85.3,29864.0708
37785,21.21,93.7,4.915,98.0,30533.09735
37786,21.33,93.7,4.913,76.2,30877.16814
37787,21.35,93.5,4.916,87.4,31463.36283
37788,21.48,93.5,4.914,161.3,31966.72566
37789,21.59,93.4,4.916,161.0,32623.00885
37790,21.76,93.1,4.916,177.5,32693.09735
37791,21.92,93.0,4.914,218.6,34381.59292
37792,22.04,92.7,4.915,196.3,36121.06195
37793,22.09,92.1,4.914,177.0,36458.76106
37794,22.19,91.7,4.916,254.2,36955.75221
37795,22.33,91.1,4.916,225.7,37255.22124
37796,22.6,90.6,4.918,301.7,37267.9646
37797,22.76,89.6,4.915,384.7,37401.76991
37798,22.96,88.7,4.917,547.8,37497.34513
37799,23.2,87.1,4.918,455.9,37936.99115
37800,23.62,85.9,4.916,742.0,37917.87611
37801,24.04,83.6,4.916,510.8,37975.22124
37802,24.24,80.2,4.919,493.2,38096.28319
37803,24.53,78.6,4.921,364.0,37599.29204
37804,24.73,76.7,4.921,586.9,37510.0885
37805,25.17,75.5,4.924,767.0,37057.69912
37806,25.6,73.5,4.92,754.0,37293.45133
37807,25.78,71.3,4.924,742.0,37280.70796
37808,25.89,70.3,4.927,739.0,37204.24779
37809,26.12,68.73,4.927,735.0,37204.24779
37810,26.15,68.23,4.927,731.0,37095.9292
37811,26.25,68.59,4.932,723.0,36879.29204
37812,26.42,67.69,4.927,712.0,36962.12389
37813,26.42,68.09,4.92,706.0,36943.00885
37814,26.27,67.62,4.921,694.6,36675.39823
37815,26.29,68.42,4.928,680.7,36936.63717
37816,26.27,68.36,4.924,667.0,36216.63717
37817,25.96,69.62,4.923,653.5,35898.0531
37818,26.05,69.99,4.919,641.0,36044.60177
37819,26.14,68.86,4.927,620.3,36172.0354
37820,26.14,68.89,4.923,603.7,35859.82301
37821,25.98,69.76,4.922,583.3,35808.84956
37822,25.96,69.66,4.914,547.4,35585.84071
37823,25.77,70.1,4.92,513.6,35203.53982
37824,25.85,70.1,4.919,517.0,34789.38053
37825,25.74,70.2,4.919,488.8,34948.67257
37826,25.95,70.1,4.921,460.1,35095.22124
37827,26.18,68.62,4.921,432.6,34865.84071
37828,26.35,68.16,4.921,405.2,34553.62832
37829,26.44,67.72,4.916,221.3,34598.23009
37830,26.47,67.36,4.924,358.1,34547.25664
37831,26.58,67.09,4.925,341.1,34770.26549
37832,26.73,66.22,4.919,193.6,34923.18584
37833,26.54,66.72,4.921,70.8,35069.73451
37834,26.36,67.02,4.92,83.5,35286.37168
37835,26.46,67.12,4.963,201.8,35980.88496
37836,26.58,66.72,4.998,190.9,36936.63717
37837,26.79,66.56,4.992,152.6,38281.06195
37838,26.77,65.89,4.995,83.8,40058.76106
37839,26.7,66.12,4.974,54.94,43257.34513
37840,26.26,67.82,4.927,33.73,45844.24779
37841,25.86,69.16,4.923,31.05,46334.86726
37842,25.74,69.69,4.926,22.9,46500.53097
37843,25.53,70.6,4.925,8.23,47469.02655
37844,25.25,71.4,4.93,4.091,47615.57522
37845,25.09,71.9,4.925,0.932,47500.88496
37846,24.92,72.7,4.923,0.128,47666.54867
37847,25.75,72.0,4.926,0.106,47532.74336
37848,27.48,54.58,4.918,0.066,47137.69912
37849,27.83,50.02,4.925,0.058,46774.51327
37850,27.62,49.18,4.928,0.095,46602.47788
37851,27.27,49.68,4.933,0.095,46685.30973
37852,27.21,49.78,4.934,0.077,46207.43363
37853,27.05,49.82,4.931,0.066,45512.92035
37854,27.0,49.75,4.932,0.106,44894.86726
37855,26.78,51.88,4.923,0.095,44321.41593
37856,26.4,53.22,4.928,0.113,44232.21239
37857,26.12,53.82,4.923,0.102,43818.0531
37858,26.02,53.95,4.919,0.08,42766.72566
37859,26.09,53.68,4.922,0.073,41836.46018
37860,25.98,53.92,4.918,0.095,41122.83186
37861,25.92,53.95,4.92,0.084,40511.15044
37862,25.85,53.42,4.922,0.084,39427.9646
37863,25.53,54.22,4.922,0.091,38344.77876
37864,25.14,54.05,4.924,0.099,37395.39823
37865,25.1,54.52,4.927,0.084,36611.68142
37866,25.08,55.32,4.918,0.055,35815.22124
37867,24.72,56.42,4.916,0.091,35076.10619
37868,24.37,56.82,4.924,0.077,34018.40708
37869,24.25,55.89,4.918,0.066,33164.60177
37870,24.09,56.45,4.921,0.08,32635.75221
37871,24.02,56.62,4.924,0.091,31718.23009
37872,23.89,56.35,4.917,0.106,31240.35398
37873,23.65,56.22,4.917,0.077,30539.46903
37874,23.69,57.05,4.921,0.088,29991.50442
37875,24.15,56.19,4.92,0.073,29564.60177
37876,24.57,55.19,4.927,0.088,29105.84071
37877,24.3,57.59,4.922,0.073,28774.51327
37878,23.9,58.75,4.917,0.08,28303.00885
37879,23.6,59.45,4.917,0.088,28226.54867
37880,23.64,59.59,4.924,0.084,27786.90265
37881,23.54,59.45,4.922,0.073,27487.43363
37882,23.51,60.22,4.922,0.091,27181.59292
37883,23.71,59.75,4.92,0.08,27009.55752
37884,23.5,59.62,4.918,0.084,26926.72566
37885,23.3,60.55,4.926,0.077,26837.52212
37886,23.28,60.35,4.922,0.062,26856.63717
37887,22.96,60.32,4.918,0.095,26805.66372
