,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows
46741,15.96,27.33,4.924,491.2
46742,15.98,27.03,4.922,481.0
46743,16.14,29.9,4.921,463.6
46744,16.12,30.2,4.925,450.1
46745,16.07,29.76,4.917,433.6
46746,16.08,30.33,4.923,412.6
46747,15.96,30.43,4.925,394.6
46748,16.03,30.6,4.927,385.7
46749,15.97,31.7,4.924,308.4
46750,15.86,31.7,4.925,235.1
46751,15.7,31.56,4.926,201.8
46752,15.57,32.16,4.923,232.8
46753,15.37,32.86,4.92,93.0
46754,15.19,32.66,4.923,154.5
46755,15.41,35.6,4.923,191.9
46756,15.22,37.16,4.922,168.6
46757,15.06,39.57,4.918,141.8
46758,14.99,40.77,4.92,133.0
46759,14.87,40.3,4.918,105.6
46760,14.79,40.93,4.916,84.1
46761,14.67,43.0,3.0,63.53
46762,14.51,44.47,0.084,37.38
46763,14.26,45.17,0.085,12.12
46764,14.06,45.37,0.084,7.56
46765,13.89,45.97,0.084,3.503
46766,13.79,46.37,0.085,1.086
46767,13.7,46.67,0.082,0.227
46768,13.75,46.74,0.082,0.062
46769,13.6,47.37,0.085,0.062
46770,13.67,47.2,0.083,0.059
46771,13.7,46.57,0.083,0.055
46772,13.73,46.9,0.083,0.037
46773,13.7,47.34,0.083,0.026
46774,13.63,47.34,0.08,0.048
46775,13.71,46.07,0.081,0.048
46776,13.8,44.54,0.081,0.044
46777,13.94,44.5,0.078,0.062
46778,13.91,44.73,0.081,0.044
46779,13.98,44.94,0.082,0.062
46780,13.93,45.17,0.081,0.051
46781,13.78,47.07,0.082,0.055
46782,13.86,46.27,0.083,0.048
46783,13.72,48.21,0.082,0.066
46784,13.37,50.64,0.084,0.08
46785,12.96,51.48,0.086,0.051
46786,12.63,52.41,0.089,0.077
46787,12.49,52.81,0.088,0.073
46788,12.48,53.21,0.084,0.048
46789,12.47,53.28,0.083,0.066
46790,12.34,53.61,0.084,0.062
46791,12.49,54.15,0.086,0.033
46792,12.43,53.34,0.084,0.044
46793,12.28,54.15,0.084,0.026
46794,12.43,53.31,0.085,0.037
46795,12.33,53.01,0.082,0.029
46796,12.26,53.04,0.085,0.062
46797,12.33,53.38,0.081,0.044
46798,12.33,53.55,0.084,0.055
46799,12.42,53.58,0.083,0.026
46800,12.2,54.05,0.086,0.059
46801,11.99,54.78,0.088,0.07
46802,12.15,54.75,0.087,0.044
46803,12.14,54.45,0.086,0.066
46804,12.22,54.48,0.088,0.07
46805,11.96,55.38,0.088,0.059
46806,11.66,56.38,0.09,0.066
46807,11.77,56.38,0.087,0.062
46808,11.57,57.78,0.084,0.04
46809,11.61,58.25,0.088,0.062
46810,11.32,62.53,0.086,0.055
46811,11.12,64.49,0.082,0.051
46812,10.92,68.1,0.08,0.048
46813,10.66,71.3,0.084,0.022
46814,10.82,74.2,2.022,0.044
46815,11.65,70.5,4.92,0.048
46816,12.51,62.13,4.921,0.044
46817,12.29,62.06,4.921,0.051
46818,11.95,64.83,4.919,0.055
46819,11.87,65.46,4.927,0.051
46820,11.81,66.16,4.925,0.073
46821,11.4,68.4,4.923,0.055
46822,11.14,69.84,4.918,0.04
46823,11.09,71.1,4.92,0.048
46824,10.96,71.5,4.918,0.044
46825,11.03,71.1,4.921,0.037
46826,11.22,69.74,4.923,0.029
46827,11.13,69.37,4.915,0.022
46828,11.11,69.24,4.917,0.022
46829,11.2,68.74,4.923,0.07
46830,11.24,67.83,4.919,0.037
46831,11.34,67.23,4.916,0.037
46832,11.42,66.36,4.918,0.04
46833,11.39,65.5,4.913,0.033
46834,11.27,65.5,4.916,0.051
46835,11.16,66.13,4.915,0.033
46836,11.05,66.47,4.921,0.07
46837,11.07,66.23,4.918,0.04
46838,10.88,67.13,4.917,0.037
46839,10.72,68.03,4.918,0.044
46840,10.65,68.1,4.915,0.04
46841,10.77,67.77,4.918,0.059
46842,10.86,66.5,4.921,0.037
46843,10.71,67.47,4.919,0.051
46844,10.43,68.93,4.915,0.04
46845,10.15,71.1,4.915,0.051
46846,9.76,72.7,4.917,0.271
46847,9.45,74.6,4.917,1.54
46848,9.52,74.8,4.924,3.903
46849,9.52,74.2,4.92,7.45
46850,9.53,74.4,4.918,13.12
46851,9.55,74.6,4.917,52.8
46852,9.42,76.2,4.916,65.42
46853,9.35,77.5,4.916,111.2
46854,9.44,78.4,4.919,136.6
46855,9.43,79.1,4.918,162.0
46856,9.62,79.3,4.917,194.4
46857,9.83,79.1,4.918,231.4
46858,10.12,78.0,4.92,272.2
46859,10.25,76.7,4.92,92.2
46860,10.13,76.2,4.923,75.5
46861,10.32,76.4,4.917,253.7
46862,10.78,76.1,4.92,270.5
46863,11.03,75.3,4.918,199.2
46864,11.56,74.9,4.921,543.6
46865,12.25,72.5,4.923,346.1
46866,12.61,69.34,4.921,461.1
46867,13.19,69.04,4.921,532.2
46868,13.65,65.83,4.921,517.8
46869,14.05,60.63,4.924,477.7
46870,14.28,58.53,4.933,455.5
46871,14.42,57.92,4.927,554.0
46872,14.57,57.32,4.927,615.0
46873,14.92,56.96,4.924,564.3
46874,14.74,56.02,4.926,255.2
46875,14.73,57.02,4.929,235.0
46876,14.67,56.89,4.921,179.9
46877,14.68,56.82,4.924,250.0
46878,14.79,56.36,4.923,270.9
46879,14.73,55.89,4.926,247.2
46880,14.81,55.99,4.925,415.0
46881,15.31,55.42,4.922,596.1
46882,15.61,53.95,4.925,626.8
46883,15.78,54.05,4.922,608.0
46884,15.91,54.32,4.924,624.3
46885,15.82,53.75,4.923,678.1
46886,16.17,52.89,4.92,495.8
46887,15.79,51.79,4.921,126.6
46888,15.55,52.62,4.917,107.3
46889,15.64,51.08,4.915,131.5
46890,15.85,49.58,4.926,162.7
46891,15.75,48.92,4.923,202.4
46892,15.81,48.48,4.923,238.1
46893,15.72,48.38,4.923,126.2
46894,15.88,48.65,4.921,135.5
46895,15.84,48.45,4.922,166.8
46896,15.96,48.38,4.925,70.8
46897,15.79,48.08,4.923,50.66
46898,15.68,48.25,4.921,44.89
46899,15.58,49.32,4.923,55.89
46900,15.48,49.48,4.921,49.68
46901,15.45,49.35,4.92,31.11
46902,15.42,51.62,4.927,53.13
46903,15.31,53.95,4.919,70.1
46904,14.84,54.75,4.92,28.5
46905,14.47,56.79,4.922,47.27
46906,14.15,57.29,4.924,19.64
46907,13.93,58.46,4.922,11.75
46908,13.56,60.06,4.92,7.52
46909,13.11,61.13,4.924,3.461
46910,12.88,61.93,4.918,0.951
46911,12.76,62.5,4.925,0.157
46912,12.48,63.1,4.918,0.048
46913,12.22,63.7,4.921,0.066
46914,12.19,63.86,4.916,0.04
46915,11.96,64.2,4.921,0.044
46916,11.72,64.7,4.922,0.07
46917,11.61,64.96,4.923,0.033
46918,11.53,65.23,4.921,0.073
46919,11.11,66.17,4.923,0.059
46920,10.99,67.93,4.918,0.059
46921,11.44,68.17,4.919,0.055
46922,11.21,68.9,4.917,0.04
46923,11.37,69.97,4.92,0.059
46924,11.69,69.97,4.923,0.07
46925,11.63,70.0,4.923,0.07
46926,11.52,70.3,4.92,0.051
46927,11.18,71.4,4.916,0.048
46928,10.98,72.1,4.921,0.055
46929,10.78,73.4,4.921,0.048
46930,10.84,74.0,4.922,0.062
46931,10.93,73.8,4.925,0.051
46932,10.7,73.7,4.92,0.073
46933,10.52,74.6,4.919,0.048
46934,10.6,75.0,4.919,0.066
46935,10.64,74.3,4.919,0.066
46936,10.5,73.7,4.923,0.066
46937,10.03,74.9,4.923,0.048
46938,9.82,76.6,4.918,0.051
46939,9.71,77.4,4.919,0.04
46940,9.36,79.0,4.922,0.055
46941,9.4,79.2,4.919,0.048
46942,9.45,79.1,4.922,0.066
46943,9.39,79.4,4.918,0.073
46944,9.22,79.5,4.919,0.059
46945,9.0,79.8,4.917,0.066
46946,8.79,80.0,4.92,0.055
46947,8.58,80.8,4.917,0.051
46948,8.47,81.4,4.922,0.07
46949,8.44,81.6,4.921,0.073
46950,8.4,81.6,4.917,0.051
46951,8.35,81.7,4.92,0.062
46952,8.23,81.8,4.918,0.066
46953,7.95,82.1,4.916,0.048
46954,7.73,82.7,4.923,0.048
46955,7.49,83.5,4.919,0.048
46956,7.74,83.8,4.913,0.029
46957,7.8,83.0,4.922,0.059
46958,7.56,82.8,4.918,0.062
46959,7.01,84.0,4.914,0.059
46960,7.17,84.0,4.92,0.066
46961,7.05,84.2,4.918,0.08
46962,6.89,84.8,4.916,0.073
46963,7.02,84.8,4.919,0.048
46964,6.987,84.4,4.917,0.073
46965,6.954,84.2,4.918,0.062
46966,6.845,84.0,4.912,0.033
46967,6.796,83.9,4.916,0.037
46968,6.418,84.2,4.916,0.037
46969,6.233,84.5,4.915,0.051
46970,6.093,84.8,4.913,0.033
46971,5.964,85.5,4.917,0.077
46972,5.888,85.6,4.914,0.048
46973,5.688,85.9,4.916,0.051
46974,5.706,85.9,4.917,0.04
46975,5.625,86.0,4.916,0.051
46976,5.485,85.8,4.916,0.07
46977,5.418,85.7,4.915,0.059
46978,5.281,85.7,4.915,0.044
46979,5.231,85.9,4.916,0.062
46980,5.393,85.7,4.919,0.07
46981,5.481,85.4,4.916,0.07
46982,5.202,85.0,4.915,0.055
46983,5.109,85.0,4.913,0.062
46984,5.122,85.2,4.913,0.048
46985,5.226,84.9,4.913,0.07
46986,5.309,84.6,4.919,0.044
46987,5.264,84.1,4.912,0.037
46988,5.209,83.8,4.909,0.062
46989,5.459,83.5,0.672,0.073
46990,5.455,82.4,0.083,0.183
46991,5.381,82.1,0.084,0.944
46992,5.327,82.1,2.409,2.425
46993,5.378,82.2,4.919,5.015
46994,5.521,82.0,4.917,9.86
46995,5.515,81.5,4.916,16.68
46996,5.398,81.0,4.918,25.03
46997,5.502,81.2,4.924,24.94
46998,5.772,80.8,4.919,41.35
46999,5.797,79.9,4.916,131.1
47000,5.934,79.3,4.918,153.3
47001,6.358,78.9,4.918,173.9
47002,6.56,77.2,4.921,219.3
47003,6.647,77.4,4.922,201.5
47004,6.816,77.2,4.922,279.8
47005,7.01,76.4,4.92,331.9
47006,7.66,75.6,4.921,363.5
47007,8.41,73.2,4.922,376.6
47008,8.92,71.0,4.922,365.1
47009,9.44,69.0,4.923,433.3
47010,9.99,66.77,4.919,448.2
47011,10.42,64.53,4.918,476.5
47012,10.85,63.53,4.924,452.9
47013,11.35,62.33,4.919,451.5
47014,11.89,60.13,4.921,469.1
47015,12.29,57.82,4.923,478.9
47016,12.77,57.02,4.92,488.5
47017,13.3,54.55,4.925,497.8
47018,14.01,52.59,4.923,504.4
47019,14.36,49.85,4.924,510.9
47020,14.68,46.78,4.923,514.8
47021,15.31,46.18,4.922,519.2
47022,15.42,45.08,4.915,522.3
47023,15.99,44.44,4.92,524.7
47024,16.93,44.28,4.917,522.1
47025,17.05,42.88,4.917,521.3
47026,17.3,42.61,4.916,518.7
47027,17.4,43.68,4.92,541.3
47028,17.6,44.21,4.922,578.1
47029,17.43,45.55,4.919,592.0
47030,17.12,46.11,4.917,204.6
47031,16.46,46.71,4.917,99.3
47032,16.55,52.02,4.916,314.6
47033,16.22,53.12,4.917,122.5
47034,15.89,53.12,4.923,81.5
47035,15.72,52.75,4.917,85.0
47036,15.75,52.12,4.919,101.4
47037,15.9,51.89,4.918,256.5
47038,16.21,51.35,4.918,329.4
47039,16.36,50.92,4.917,313.5
47040,16.41,50.45,4.921,279.9
47041,16.35,50.42,4.92,255.6
47042,16.34,50.08,4.915,224.4
47043,16.36,50.42,4.914,196.0
47044,16.3,50.12,4.913,168.7
47045,16.39,49.82,4.915,144.6
47046,16.15,50.02,4.921,121.1
47047,15.99,50.38,4.919,98.2
47048,15.93,50.98,4.929,77.4
47049,15.83,52.22,4.917,56.06
47050,15.41,54.42,4.914,29.08
47051,14.71,56.79,4.916,10.36
47052,14.13,58.56,4.922,6.892
47053,13.72,60.09,4.919,3.292
47054,13.34,61.66,4.916,0.827
47055,12.96,63.13,4.917,0.146
47056,12.67,63.7,4.921,0.095
47057,12.43,64.26,4.916,0.04
47058,12.3,64.83,4.916,0.066
47059,12.27,65.13,4.919,0.091
47060,12.11,65.63,4.92,0.077
47061,11.98,66.0,4.917,0.084
47062,11.86,66.57,4.922,0.091
47063,11.53,67.43,4.924,0.048
47064,11.46,68.64,4.92,0.066
47065,11.85,67.6,4.923,0.062
47066,12.3,66.17,4.92,0.062
47067,12.54,64.5,4.916,0.066
47068,12.47,63.5,4.919,0.066
47069,12.25,64.16,4.92,0.059
47070,11.98,64.86,4.916,0.059
47071,11.57,66.77,4.919,0.099
47072,11.34,68.03,4.925,0.062
47073,10.88,69.57,4.922,0.044
47074,10.67,70.6,4.919,0.062
47075,10.75,70.8,4.926,0.059
47076,10.6,70.9,4.917,0.059
47077,10.3,72.2,4.92,0.077
47078,10.23,72.4,4.925,0.062
47079,10.07,73.0,4.918,0.091
47080,9.86,73.9,4.923,0.08
47081,9.67,74.9,4.923,0.051
47082,9.63,75.2,4.919,0.07
47083,9.65,75.1,4.92,0.051
47084,9.55,75.2,4.921,0.073
47085,9.43,75.1,4.922,0.055
47086,9.24,76.0,4.923,0.055
47087,9.03,76.8,4.924,0.08
47088,9.07,77.2,4.919,0.055
47089,8.97,76.7,4.917,0.059
47090,8.69,77.6,4.92,0.07
47091,8.55,77.9,4.919,0.062
47092,8.46,78.3,4.92,0.08
47093,8.46,78.3,4.923,0.059
47094,8.42,78.0,4.918,0.037
47095,8.34,77.9,4.916,0.059
47096,8.18,78.1,4.919,0.077
47097,8.01,78.5,4.915,0.044
47098,7.82,78.9,4.916,0.055
47099,7.68,79.3,4.921,0.059
47100,7.65,79.5,4.914,0.051
47101,7.58,79.9,4.921,0.055
47102,7.51,80.3,4.919,0.084
47103,7.55,80.3,4.92,0.051
47104,7.52,80.2,4.915,0.059
47105,7.41,80.1,4.92,0.059
47106,7.3,80.3,4.914,0.073
47107,7.26,80.4,4.918,0.073
47108,7.47,80.3,4.926,0.059
47109,7.54,78.8,4.917,0.07
47110,7.45,78.6,4.918,0.073
47111,7.58,77.9,4.917,0.07
47112,7.42,76.8,4.916,0.077
47113,7.6,77.0,4.914,0.077
47114,7.96,74.8,4.913,0.08
47115,8.08,73.3,4.916,0.04
47116,8.09,71.9,4.919,0.084
47117,8.46,70.8,4.917,0.07
47118,8.56,69.24,4.917,0.055
47119,8.94,67.37,4.913,0.073
47120,9.18,64.56,4.913,0.07
47121,9.04,64.26,4.914,0.059
47122,8.9,64.83,4.918,0.073
47123,9.01,63.53,4.916,0.095
47124,8.65,65.87,4.917,0.062
47125,8.0,69.3,4.918,0.113
47126,8.41,68.57,4.914,0.066
47127,8.88,65.9,4.917,0.099
47128,9.01,63.36,4.914,0.08
47129,9.13,62.03,4.914,0.095
47130,9.28,60.66,4.922,0.08
47131,9.18,59.89,4.917,0.051
47132,9.2,59.66,4.918,0.055
47133,9.12,59.73,4.916,0.08
47134,8.85,61.13,4.918,0.285
47135,8.73,61.33,4.922,1.441
47136,8.8,60.23,4.919,4.265
47137,8.94,59.76,4.916,8.23
47138,8.7,61.13,4.918,27.66
47139,8.72,61.13,4.921,61.34
47140,9.05,60.09,4.921,84.1
47141,9.13,58.99,4.916,108.1
47142,9.12,59.29,4.918,132.1
47143,9.16,59.33,4.922,158.0
47144,9.89,57.96,4.923,184.3
47145,10.67,52.49,4.925,210.4
47146,11.37,49.28,4.925,235.8
47147,11.81,47.31,4.924,262.0
47148,12.44,44.88,4.923,289.6
47149,12.77,44.04,4.924,313.1
47150,13.22,42.88,4.916,306.2
47151,13.84,40.14,4.922,357.2
47152,14.49,39.91,4.92,315.8
47153,14.89,38.84,4.919,405.5
47154,15.37,37.97,4.914,434.5
47155,15.88,36.64,4.919,485.3
47156,16.2,35.74,4.922,377.3
47157,16.15,36.1,4.916,308.3
47158,16.38,36.17,4.922,371.8
47159,16.63,33.53,4.913,272.1
47160,16.69,34.77,4.914,452.8
47161,16.93,35.14,4.915,506.2
47162,16.92,34.37,4.918,510.5
47163,16.98,35.14,4.917,529.2
47164,17.07,35.6,4.914,608.1
47165,17.23,36.87,4.917,489.5
47166,17.14,37.97,4.912,213.6
47167,17.15,38.47,4.916,498.2
47168,17.28,38.87,4.917,508.6
47169,17.22,38.91,4.915,501.7
47170,17.21,39.34,4.917,495.1
47171,17.31,40.14,4.92,486.6
47172,17.37,42.21,4.918,476.0
47173,17.33,42.24,4.917,465.6
47174,17.56,42.34,4.917,453.8
47175,17.64,43.68,4.916,440.8
47176,17.78,43.64,4.915,426.1
47177,17.95,43.41,4.915,410.8
47178,18.17,41.74,4.925,393.6
47179,18.25,42.64,4.917,375.0
47180,18.42,41.98,4.918,355.3
47181,18.54,42.58,4.915,333.5
47182,18.45,42.44,4.914,311.6
47183,18.42,42.64,4.92,288.9
47184,18.47,42.94,4.917,263.5
47185,18.5,43.31,4.911,239.3
47186,18.49,43.74,4.914,214.1
47187,18.34,44.44,4.913,189.7
47188,18.21,44.64,4.915,165.7
47189,18.09,46.31,4.915,141.6
47190,17.9,48.18,4.919,118.5
47191,17.65,50.08,4.915,96.0
47192,17.41,52.22,4.916,75.8
47193,17.26,52.82,4.921,56.07
47194,17.11,54.29,4.92,26.93
47195,16.86,54.62,4.921,9.89
47196,16.86,54.29,4.921,6.094
47197,16.81,54.39,4.922,2.992
47198,16.79,54.39,4.917,0.889
47199,16.78,54.49,4.92,0.219
47200,16.82,54.49,4.918,0.102
47201,16.73,55.09,4.916,0.091
47202,16.78,55.26,4.916,0.04
47203,16.8,56.22,4.92,0.07
47204,16.64,56.69,4.918,0.055
47205,16.58,57.22,4.918,0.073
47206,16.57,57.59,4.92,0.084
47207,16.75,57.22,4.921,0.04
47208,16.89,56.39,4.915,0.059
47209,16.79,56.39,4.919,0.037
47210,16.64,57.02,4.919,0.073
47211,16.62,57.16,4.921,0.066
47212,16.27,59.36,4.92,0.059
47213,15.61,61.19,4.918,0.055
47214,15.41,62.13,4.914,0.08
47215,16.1,62.0,4.916,0.059
47216,16.54,59.53,4.923,0.055
47217,16.57,59.16,4.925,0.051
47218,16.92,57.96,4.923,0.08
47219,16.83,58.53,4.926,0.044
47220,16.95,57.62,4.918,0.048
47221,16.91,57.32,4.916,0.051
47222,17.12,55.26,4.925,0.048
47223,17.14,53.45,3.011,0.059
47224,17.23,52.99,0.078,0.073
47225,17.24,52.75,0.076,0.048
47226,17.24,52.72,0.079,0.051
47227,17.22,52.62,0.079,0.073
47228,17.24,52.65,0.076,0.066
47229,17.22,53.52,0.078,0.048
47230,17.39,52.92,0.076,0.07
47231,17.39,52.72,0.077,0.059
47232,17.41,52.69,0.075,0.091
47233,17.36,53.35,0.078,0.062
47234,17.31,53.92,0.075,0.08
47235,17.36,53.92,0.075,0.08
47236,17.36,54.09,0.08,0.051
47237,17.33,54.22,0.075,0.044
47238,17.32,54.52,0.078,0.088
47239,17.34,54.75,0.075,0.048
47240,17.44,54.55,0.078,0.062
47241,17.5,54.59,0.078,0.077
47242,17.45,54.45,0.078,0.051
47243,17.51,54.49,0.077,0.066
47244,17.53,54.45,0.079,0.062
47245,17.5,54.25,0.077,0.051
47246,17.56,53.99,0.077,0.073
47247,17.49,53.72,0.076,0.055
47248,17.7,52.99,0.077,0.059
47249,17.76,52.69,0.078,0.04
47250,17.77,52.55,0.075,0.048
47251,17.74,52.02,0.079,0.07
47252,17.79,51.92,0.077,0.062
47253,17.82,52.45,0.077,0.08
47254,17.94,51.68,0.078,0.066
47255,17.9,51.32,0.076,0.102
47256,16.93,57.59,0.08,0.055
47257,16.97,56.62,0.08,0.08
47258,16.77,57.29,0.076,0.022
47259,16.31,58.53,0.078,0.066
47260,15.97,60.49,0.078,0.044
47261,14.47,62.43,0.075,0.059
47262,14.22,63.5,0.078,0.066
47263,14.03,64.26,0.078,0.059
47264,14.02,64.46,0.077,0.055
47265,13.95,64.86,0.076,0.048
47266,14.45,67.0,0.075,0.084
47267,14.78,65.9,0.075,0.044
47268,14.49,64.3,0.076,0.048
47269,14.22,65.43,0.079,0.048
47270,14.68,66.2,0.078,0.044
47271,15.2,64.73,0.076,0.077
47272,16.05,63.43,0.075,0.048
47273,15.52,65.27,0.077,0.059
47274,15.62,63.16,0.078,0.059
47275,15.28,64.26,0.076,0.062
47276,15.28,63.53,0.078,0.073
47277,14.44,65.77,0.077,0.044
47278,14.18,66.27,0.076,0.249
47279,14.95,66.3,0.077,1.288
47280,15.38,63.4,0.076,3.815
47281,15.19,65.5,0.077,8.03
47282,15.95,64.76,0.078,25.24
47283,16.87,60.23,0.078,61.49
47284,15.78,63.63,0.08,84.3
47285,15.39,64.73,0.079,108.3
47286,15.16,64.8,0.078,133.0
47287,16.28,63.63,0.076,158.7
47288,17.33,57.52,0.082,183.8
47289,17.62,55.29,0.08,209.7
47290,17.93,54.02,0.081,235.2
47291,18.21,52.15,0.078,259.4
47292,18.35,50.92,0.081,284.4
47293,18.34,51.48,0.079,308.3
47294,18.31,51.52,0.081,331.5
47295,18.38,51.92,0.081,353.1
47296,18.46,52.49,0.077,376.2
47297,18.5,53.62,0.081,396.9
47298,18.57,53.69,0.078,414.4
47299,18.68,53.32,0.081,429.0
47300,18.81,53.19,0.081,444.8
47301,18.82,52.79,0.082,459.9
47302,19.06,52.12,0.08,473.1
47303,19.07,52.09,0.08,484.5
47304,19.34,52.25,0.079,493.3
47305,19.4,51.68,0.082,500.1
47306,19.36,51.52,0.08,508.0
47307,19.7,51.32,0.081,514.9
47308,19.68,49.55,0.082,525.2
47309,19.97,48.55,0.082,519.6
47310,20.06,48.55,0.083,509.4
47311,19.97,48.45,4.252,424.1
47312,20.06,47.91,4.918,543.6
47313,20.35,47.25,4.918,423.5
47314,20.11,48.62,0.88,476.5
47315,20.09,48.98,0.085,511.8
47316,20.17,49.28,0.082,459.1
47317,20.02,49.98,0.077,460.1
47318,20.08,50.48,0.077,462.6
47319,20.1,50.75,0.081,447.1
47320,20.06,49.65,0.078,432.3
47321,19.88,50.35,0.077,413.4
47322,19.88,49.78,0.085,391.5
47323,19.99,49.38,0.084,373.4
47324,20.01,49.58,0.081,351.5
47325,20.11,49.18,0.086,333.4
47326,20.0,48.68,0.082,309.2
47327,19.97,48.31,0.081,286.8
47328,19.87,48.38,0.078,262.4
47329,19.77,48.48,0.077,235.3
47330,19.74,47.91,0.078,213.6
47331,19.72,48.64,0.079,187.7
47332,19.6,49.11,0.083,163.1
47333,19.58,49.17,0.08,139.0
47334,19.48,49.54,0.077,116.7
47335,19.37,50.34,1.995,94.5
47336,19.27,50.38,4.827,73.0
47337,19.13,51.21,4.898,52.95
47338,18.85,52.74,3.19,26.41
47339,18.51,53.41,1.535,11.76
47340,18.4,53.58,4.925,7.03
47341,18.31,53.77,4.925,3.723
47342,18.14,54.74,4.923,1.236
47343,18.01,56.68,4.919,0.165
47344,17.89,59.25,4.921,0.073
47345,17.6,61.55,4.922,0.062
47346,17.3,62.08,4.92,0.051
47347,17.24,62.45,4.921,0.062
47348,17.04,63.32,4.923,0.059
47349,16.99,63.65,4.92,0.051
47350,16.83,64.49,4.923,0.055
47351,16.67,64.82,4.925,0.059
47352,16.63,65.12,4.915,0.055
47353,16.55,65.42,4.917,0.059
47354,16.39,65.78,4.918,0.062
47355,16.28,66.65,4.918,0.073
47356,16.17,66.72,4.919,0.04
47357,16.02,68.52,4.92,0.048
47358,15.87,69.96,4.915,0.033
47359,15.46,70.1,4.919,0.059
47360,15.45,69.05,4.922,0.055
47361,15.58,67.45,4.923,0.069
47362,15.48,68.09,4.919,0.048
47363,15.46,69.32,4.922,0.055
47364,15.33,70.2,4.92,0.066
47365,15.18,69.32,4.919,0.044
47366,14.96,68.66,4.922,0.051
47367,14.74,69.56,4.919,0.051
47368,14.88,69.49,4.919,0.066
47369,14.78,68.42,4.921,0.037
47370,14.46,68.66,4.914,0.059
47371,14.54,67.69,4.919,0.066
47372,14.44,67.95,4.918,0.059
47373,14.52,68.89,4.917,0.051
47374,14.35,70.9,4.924,0.048
47375,14.17,71.5,4.922,0.069
47376,14.1,72.0,4.914,0.055
47377,14.14,70.2,4.92,0.062
47378,13.99,70.7,4.92,0.059
47379,13.93,70.6,4.922,0.062
47380,13.77,71.8,4.92,0.037
47381,14.05,71.8,4.923,0.04
47382,13.83,70.6,4.915,0.04
47383,13.44,71.4,4.919,0.055
47384,13.24,72.9,4.919,0.044
47385,13.22,74.0,4.918,0.059
47386,13.09,75.0,4.923,0.066
47387,13.11,74.8,4.92,0.062
47388,13.39,74.3,4.916,0.051
47389,13.24,73.4,4.92,0.08
47390,13.17,74.2,4.922,0.022
47391,13.21,73.0,4.917,0.037
47392,13.23,73.0,4.92,0.059
47393,13.4,72.6,4.916,0.062
47394,13.28,72.6,4.916,0.048
47395,13.16,73.3,4.918,0.08
47396,13.11,73.0,4.919,0.059
47397,13.13,72.5,4.917,0.033
47398,13.17,71.3,4.921,0.055
47399,12.98,71.7,4.922,0.051
47400,12.81,72.5,4.919,0.051
47401,12.89,72.7,4.918,0.051
47402,12.46,74.7,4.919,0.051
47403,12.14,74.7,4.92,0.051
47404,12.08,74.4,4.918,0.026
47405,12.01,74.6,4.921,0.044
47406,12.21,74.0,4.919,0.051
47407,12.19,74.4,4.923,0.051
47408,12.14,73.2,4.919,0.077
47409,12.14,72.6,4.919,0.07
47410,12.29,71.8,4.918,0.062
47411,12.27,71.2,4.915,0.026
47412,12.36,71.2,4.919,0.059
47413,12.45,70.8,4.917,0.033
47414,12.34,69.86,4.916,0.04
47415,12.08,72.4,4.916,0.026
47416,11.97,73.1,4.916,0.062
47417,12.04,72.9,4.914,0.062
47418,12.05,72.4,4.925,0.066
47419,12.1,71.6,4.919,0.07
47420,12.02,71.8,4.918,0.044
47421,11.99,71.8,4.917,0.044
47422,12.12,71.0,4.917,0.198
47423,12.13,69.83,4.919,1.057
47424,12.12,69.57,4.917,3.42
47425,12.2,69.36,4.919,7.55
47426,12.27,69.83,4.926,20.18
47427,12.19,70.8,4.922,51.64
47428,11.9,71.7,4.921,74.5
47429,11.95,72.1,4.922,97.0
47430,12.43,71.8,4.922,121.1
47431,13.15,69.9,4.916,145.2
47432,13.74,66.73,4.922,171.4
47433,14.07,64.13,4.925,198.5
47434,14.47,61.73,4.924,224.5
47435,14.86,60.39,4.924,250.0
47436,15.3,59.76,4.927,274.7
47437,15.61,58.56,4.923,299.0
47438,15.86,58.49,4.921,322.6
47439,16.29,57.49,4.918,343.2
47440,16.64,57.16,4.924,364.9
47441,17.03,55.76,4.925,384.5
47442,17.43,55.39,4.922,402.9
47443,17.67,53.29,4.924,419.1
47444,17.77,52.72,4.927,434.8
47445,17.95,52.02,4.921,449.9
47446,18.26,49.88,4.92,462.0
47447,18.69,48.88,4.924,473.0
47448,18.93,47.01,4.919,481.5
47449,19.15,45.88,4.926,489.4
47450,19.28,44.01,4.916,491.1
47451,19.32,44.38,4.919,496.8
47452,19.47,44.24,4.921,501.6
47453,19.7,43.98,4.923,504.2
47454,19.89,43.11,4.917,504.5
47455,20.32,42.94,4.918,503.6
47456,20.5,43.11,4.92,499.5
47457,20.37,44.21,4.918,494.9
47458,20.4,43.88,4.914,490.0
47459,20.63,43.34,4.919,482.1
47460,20.66,43.74,4.919,475.4
47461,20.65,42.84,4.914,471.6
47462,20.8,43.24,4.919,439.2
47463,20.93,43.01,4.918,442.5
47464,20.92,43.11,4.921,431.3
47465,21.08,42.34,4.924,407.9
47466,21.14,41.51,4.92,387.8
47467,21.18,41.41,4.922,368.5
47468,21.37,41.51,4.918,346.5
47469,21.49,41.91,4.918,326.2
47470,21.22,42.57,4.917,302.4
47471,21.25,42.81,4.917,274.8
47472,21.12,44.11,4.918,256.4
47473,21.0,44.67,4.917,223.7
47474,20.96,44.84,4.916,176.9
47475,20.66,45.78,4.916,137.4
